Consumo;Dia;Mes;Año;DiaSemana;Feriado
924;26;7;2000;Miércoles;0
976;27;7;2000;Jueves;0
1022;28;7;2000;Viernes;0
929;29;7;2000;Sábado;0
881;30;7;2000;Domingo;1
1036;31;7;2000;Lunes;0
1071;1;8;2000;Martes;0
1005;2;8;2000;Miércoles;0
983;3;8;2000;Jueves;0
948;4;8;2000;Viernes;0
928;5;8;2000;Sábado;0
875;6;8;2000;Domingo;1
944;7;8;2000;Lunes;0
930;8;8;2000;Martes;0
947;9;8;2000;Miércoles;0
860;10;8;2000;Jueves;0
834;11;8;2000;Viernes;0
808;12;8;2000;Sábado;0
860;13;8;2000;Domingo;1
922;14;8;2000;Lunes;0
836;15;8;2000;Martes;1
972;16;8;2000;Miércoles;0
1036;17;8;2000;Jueves;0
1038;18;8;2000;Viernes;0
930;19;8;2000;Sábado;0
845;20;8;2000;Domingo;1
888;21;8;2000;Lunes;0
908;22;8;2000;Martes;0
881;23;8;2000;Miércoles;0
860;24;8;2000;Jueves;0
885;25;8;2000;Viernes;0
882;26;8;2000;Sábado;0
872;27;8;2000;Domingo;1
926;28;8;2000;Lunes;0
914;29;8;2000;Martes;0
932;30;8;2000;Miércoles;0
910;31;8;2000;Jueves;0
958;1;9;2000;Viernes;0
953;2;9;2000;Sábado;0
889;3;9;2000;Domingo;1
945;4;9;2000;Lunes;0
934;5;9;2000;Martes;0
952;6;9;2000;Miércoles;0
1040;7;9;2000;Jueves;0
1017;8;9;2000;Viernes;0
1052;9;9;2000;Sábado;0
921;10;9;2000;Domingo;1
986;11;9;2000;Lunes;0
1015;12;9;2000;Martes;0
920;13;9;2000;Miércoles;0
919;14;9;2000;Jueves;0
911;15;9;2000;Viernes;0
821;16;9;2000;Sábado;0
760;17;9;2000;Domingo;1
759;18;9;2000;Lunes;1
774;19;9;2000;Martes;1
874;20;9;2000;Miércoles;0
883;21;9;2000;Jueves;1
921;22;9;2000;Viernes;0
802;23;9;2000;Sábado;0
740;24;9;2000;Domingo;1
818;25;9;2000;Lunes;0
865;26;9;2000;Martes;0
868;27;9;2000;Miércoles;0
809;28;9;2000;Jueves;0
784;29;9;2000;Viernes;1
737;30;9;2000;Sábado;0
669;1;10;2000;Domingo;1
723;2;10;2000;Lunes;0
701;3;10;2000;Martes;0
709;4;10;2000;Miércoles;0
847;5;10;2000;Jueves;0
786;6;10;2000;Viernes;0
693;7;10;2000;Sábado;0
597;8;10;2000;Domingo;1
680;9;10;2000;Lunes;0
779;10;10;2000;Martes;0
810;11;10;2000;Miércoles;0
843;12;10;2000;Jueves;1
805;13;10;2000;Viernes;0
804;14;10;2000;Sábado;0
664;15;10;2000;Domingo;1
836;16;10;2000;Lunes;0
832;17;10;2000;Martes;0
857;18;10;2000;Miércoles;0
842;19;10;2000;Jueves;0
805;20;10;2000;Viernes;0
820;21;10;2000;Sábado;1
692;22;10;2000;Domingo;1
727;23;10;2000;Lunes;0
686;24;10;2000;Martes;0
657;25;10;2000;Miércoles;0
711;26;10;2000;Jueves;0
696;27;10;2000;Viernes;0
630;28;10;2000;Sábado;0
636;29;10;2000;Domingo;1
656;30;10;2000;Lunes;0
656;31;10;2000;Martes;1
564;1;11;2000;Miércoles;1
628;2;11;2000;Jueves;0
756;3;11;2000;Viernes;0
641;4;11;2000;Sábado;0
568;5;11;2000;Domingo;1
682;6;11;2000;Lunes;1
682;7;11;2000;Martes;0
678;8;11;2000;Miércoles;0
631;9;11;2000;Jueves;0
675;10;11;2000;Viernes;0
662;11;11;2000;Sábado;0
676;12;11;2000;Domingo;1
669;13;11;2000;Lunes;0
645;14;11;2000;Martes;0
582;15;11;2000;Miércoles;0
563;16;11;2000;Jueves;0
635;17;11;2000;Viernes;0
635;18;11;2000;Sábado;0
607;19;11;2000;Domingo;1
657;20;11;2000;Lunes;0
740;21;11;2000;Martes;0
724;22;11;2000;Miércoles;0
729;23;11;2000;Jueves;1
653;24;11;2000;Viernes;0
624;25;11;2000;Sábado;0
619;26;11;2000;Domingo;1
617;27;11;2000;Lunes;0
617;28;11;2000;Martes;0
607;29;11;2000;Miércoles;0
554;30;11;2000;Jueves;0
631;1;12;2000;Viernes;0
635;2;12;2000;Sábado;0
585;3;12;2000;Domingo;1
590;4;12;2000;Lunes;0
571;5;12;2000;Martes;0
627;6;12;2000;Miércoles;0
626;7;12;2000;Jueves;0
597;8;12;2000;Viernes;1
629;9;12;2000;Sábado;0
563;10;12;2000;Domingo;1
629;11;12;2000;Lunes;0
664;12;12;2000;Martes;0
600;13;12;2000;Miércoles;0
638;14;12;2000;Jueves;0
656;15;12;2000;Viernes;0
627;16;12;2000;Sábado;0
631;17;12;2000;Domingo;1
671;18;12;2000;Lunes;1
701;19;12;2000;Martes;0
610;20;12;2000;Miércoles;0
682;21;12;2000;Jueves;0
664;22;12;2000;Viernes;0
689;23;12;2000;Sábado;0
559;24;12;2000;Domingo;1
515;25;12;2000;Lunes;1
632;26;12;2000;Martes;0
666;27;12;2000;Miércoles;0
667;28;12;2000;Jueves;0
592;29;12;2000;Viernes;0
485;30;12;2000;Sábado;0
486;31;12;2000;Domingo;1
463;1;1;2001;Lunes;1
526;2;1;2001;Martes;0
541;3;1;2001;Miércoles;0
593;4;1;2001;Jueves;0
543;5;1;2001;Viernes;0
496;6;1;2001;Sábado;0
432;7;1;2001;Domingo;1
548;8;1;2001;Lunes;0
574;9;1;2001;Martes;0
594;10;1;2001;Miércoles;0
559;11;1;2001;Jueves;0
536;12;1;2001;Viernes;0
522;13;1;2001;Sábado;0
497;14;1;2001;Domingo;1
590;15;1;2001;Lunes;0
593;16;1;2001;Martes;0
601;17;1;2001;Miércoles;0
597;18;1;2001;Jueves;0
567;19;1;2001;Viernes;0
521;20;1;2001;Sábado;0
475;21;1;2001;Domingo;1
546;22;1;2001;Lunes;0
573;23;1;2001;Martes;0
584;24;1;2001;Miércoles;0
605;25;1;2001;Jueves;0
541;26;1;2001;Viernes;0
525;27;1;2001;Sábado;0
495;28;1;2001;Domingo;1
525;29;1;2001;Lunes;0
509;30;1;2001;Martes;0
548;31;1;2001;Miércoles;0
615;1;2;2001;Jueves;0
634;2;2;2001;Viernes;0
604;3;2;2001;Sábado;0
531;4;2;2001;Domingo;1
639;5;2;2001;Lunes;0
574;6;2;2001;Martes;0
556;7;2;2001;Miércoles;0
556;8;2;2001;Jueves;0
582;9;2;2001;Viernes;0
585;10;2;2001;Sábado;0
519;11;2;2001;Domingo;1
504;12;2;2001;Lunes;0
479;13;2;2001;Martes;0
514;14;2;2001;Miércoles;0
552;15;2;2001;Jueves;0
560;16;2;2001;Viernes;0
555;17;2;2001;Sábado;0
522;18;2;2001;Domingo;1
605;19;2;2001;Lunes;0
616;20;2;2001;Martes;0
642;21;2;2001;Miércoles;0
608;22;2;2001;Jueves;0
669;23;2;2001;Viernes;0
549;24;2;2001;Sábado;0
537;25;2;2001;Domingo;1
538;26;2;2001;Lunes;0
563;27;2;2001;Martes;0
558;28;2;2001;Miércoles;0
701;1;3;2001;Jueves;0
776;2;3;2001;Viernes;0
636;3;3;2001;Sábado;0
595;4;3;2001;Domingo;1
705;5;3;2001;Lunes;0
745;6;3;2001;Martes;0
639;7;3;2001;Miércoles;0
720;8;3;2001;Jueves;0
807;9;3;2001;Viernes;0
767;10;3;2001;Sábado;0
663;11;3;2001;Domingo;1
663;12;3;2001;Lunes;0
748;13;3;2001;Martes;0
773;14;3;2001;Miércoles;0
736;15;3;2001;Jueves;0
727;16;3;2001;Viernes;0
768;17;3;2001;Sábado;0
777;18;3;2001;Domingo;1
783;19;3;2001;Lunes;0
740;20;3;2001;Martes;0
729;21;3;2001;Miércoles;0
679;22;3;2001;Jueves;0
655;23;3;2001;Viernes;0
595;24;3;2001;Sábado;0
573;25;3;2001;Domingo;1
617;26;3;2001;Lunes;0
702;27;3;2001;Martes;0
750;28;3;2001;Miércoles;0
676;29;3;2001;Jueves;0
648;30;3;2001;Viernes;0
733;31;3;2001;Sábado;0
729;1;4;2001;Domingo;1
840;2;4;2001;Lunes;0
810;3;4;2001;Martes;0
744;4;4;2001;Miércoles;0
675;5;4;2001;Jueves;0
724;6;4;2001;Viernes;0
715;7;4;2001;Sábado;0
601;8;4;2001;Domingo;1
790;9;4;2001;Lunes;0
837;10;4;2001;Martes;0
902;11;4;2001;Miércoles;0
765;12;4;2001;Jueves;0
639;13;4;2001;Viernes;1
706;14;4;2001;Sábado;0
689;15;4;2001;Domingo;1
767;16;4;2001;Lunes;0
728;17;4;2001;Martes;0
787;18;4;2001;Miércoles;0
743;19;4;2001;Jueves;0
814;20;4;2001;Viernes;0
833;21;4;2001;Sábado;0
783;22;4;2001;Domingo;1
829;23;4;2001;Lunes;0
778;24;4;2001;Martes;0
813;25;4;2001;Miércoles;0
862;26;4;2001;Jueves;0
906;27;4;2001;Viernes;0
757;28;4;2001;Sábado;0
676;29;4;2001;Domingo;1
743;30;4;2001;Lunes;0
765;1;5;2001;Martes;1
816;2;5;2001;Miércoles;0
834;3;5;2001;Jueves;0
780;4;5;2001;Viernes;0
781;5;5;2001;Sábado;0
723;6;5;2001;Domingo;1
842;7;5;2001;Lunes;0
840;8;5;2001;Martes;0
802;9;5;2001;Miércoles;0
819;10;5;2001;Jueves;0
820;11;5;2001;Viernes;0
850;12;5;2001;Sábado;0
760;13;5;2001;Domingo;1
862;14;5;2001;Lunes;0
849;15;5;2001;Martes;0
834;16;5;2001;Miércoles;0
907;17;5;2001;Jueves;0
912;18;5;2001;Viernes;0
860;19;5;2001;Sábado;0
829;20;5;2001;Domingo;1
816;21;5;2001;Lunes;1
960;22;5;2001;Martes;0
984;23;5;2001;Miércoles;0
968;24;5;2001;Jueves;0
990;25;5;2001;Viernes;0
958;26;5;2001;Sábado;0
871;27;5;2001;Domingo;1
1045;28;5;2001;Lunes;0
988;29;5;2001;Martes;0
977;30;5;2001;Miércoles;0
977;31;5;2001;Jueves;1
971;1;6;2001;Viernes;0
1028;2;6;2001;Sábado;0
958;3;6;2001;Domingo;1
1046;4;6;2001;Lunes;0
1052;5;6;2001;Martes;0
1044;6;6;2001;Miércoles;0
978;7;6;2001;Jueves;0
990;8;6;2001;Viernes;0
1020;9;6;2001;Sábado;0
942;10;6;2001;Domingo;1
943;11;6;2001;Lunes;0
949;12;6;2001;Martes;0
939;13;6;2001;Miércoles;0
942;14;6;2001;Jueves;0
950;15;6;2001;Viernes;0
898;16;6;2001;Sábado;0
864;17;6;2001;Domingo;1
960;18;6;2001;Lunes;0
935;19;6;2001;Martes;0
918;20;6;2001;Miércoles;1
905;21;6;2001;Jueves;0
962;22;6;2001;Viernes;0
967;23;6;2001;Sábado;0
931;24;6;2001;Domingo;1
982;25;6;2001;Lunes;0
981;26;6;2001;Martes;0
937;27;6;2001;Miércoles;0
952;28;6;2001;Jueves;0
945;29;6;2001;Viernes;1
915;30;6;2001;Sábado;0
904;1;7;2001;Domingo;1
877;2;7;2001;Lunes;0
971;3;7;2001;Martes;0
1016;4;7;2001;Miércoles;0
1004;5;7;2001;Jueves;0
975;6;7;2001;Viernes;0
1030;7;7;2001;Sábado;0
1027;8;7;2001;Domingo;1
1041;9;7;2001;Lunes;0
1045;10;7;2001;Martes;0
1100;11;7;2001;Miércoles;0
1150;12;7;2001;Jueves;0
1060;13;7;2001;Viernes;0
1015;14;7;2001;Sábado;0
980;15;7;2001;Domingo;1
1032;16;7;2001;Lunes;1
1075;17;7;2001;Martes;0
1092;18;7;2001;Miércoles;0
1058;19;7;2001;Jueves;0
1042;20;7;2001;Viernes;0
1011;21;7;2001;Sábado;0
915;22;7;2001;Domingo;1
1020;23;7;2001;Lunes;0
987;24;7;2001;Martes;0
975;25;7;2001;Miércoles;0
952;26;7;2001;Jueves;0
929;27;7;2001;Viernes;0
912;28;7;2001;Sábado;0
887;29;7;2001;Domingo;1
942;30;7;2001;Lunes;0
986;31;7;2001;Martes;0
997;1;8;2001;Miércoles;0
973;2;8;2001;Jueves;0
986;3;8;2001;Viernes;0
921;4;8;2001;Sábado;0
916;5;8;2001;Domingo;1
968;6;8;2001;Lunes;0
963;7;8;2001;Martes;0
986;8;8;2001;Miércoles;0
984;9;8;2001;Jueves;0
986;10;8;2001;Viernes;0
1006;11;8;2001;Sábado;0
916;12;8;2001;Domingo;1
919;13;8;2001;Lunes;0
995;14;8;2001;Martes;0
939;15;8;2001;Miércoles;1
946;16;8;2001;Jueves;0
891;17;8;2001;Viernes;0
882;18;8;2001;Sábado;0
847;19;8;2001;Domingo;1
887;20;8;2001;Lunes;0
1044;21;8;2001;Martes;0
976;22;8;2001;Miércoles;0
978;23;8;2001;Jueves;0
953;24;8;2001;Viernes;0
927;25;8;2001;Sábado;0
918;26;8;2001;Domingo;1
950;27;8;2001;Lunes;0
919;28;8;2001;Martes;0
928;29;8;2001;Miércoles;0
965;30;8;2001;Jueves;0
975;31;8;2001;Viernes;0
915;1;9;2001;Sábado;0
828;2;9;2001;Domingo;1
825;3;9;2001;Lunes;0
844;4;9;2001;Martes;0
820;5;9;2001;Miércoles;0
848;6;9;2001;Jueves;0
893;7;9;2001;Viernes;0
904;8;9;2001;Sábado;0
896;9;9;2001;Domingo;1
999;10;9;2001;Lunes;0
983;11;9;2001;Martes;0
890;12;9;2001;Miércoles;0
844;13;9;2001;Jueves;0
839;14;9;2001;Viernes;0
793;15;9;2001;Sábado;0
791;16;9;2001;Domingo;1
821;17;9;2001;Lunes;0
713;18;9;2001;Martes;1
785;19;9;2001;Miércoles;1
895;20;9;2001;Jueves;0
898;21;9;2001;Viernes;1
783;22;9;2001;Sábado;0
730;23;9;2001;Domingo;1
782;24;9;2001;Lunes;0
843;25;9;2001;Martes;0
752;26;9;2001;Miércoles;0
769;27;9;2001;Jueves;0
757;28;9;2001;Viernes;0
659;29;9;2001;Sábado;1
672;30;9;2001;Domingo;1
738;1;10;2001;Lunes;0
723;2;10;2001;Martes;0
789;3;10;2001;Miércoles;0
682;4;10;2001;Jueves;0
664;5;10;2001;Viernes;0
611;6;10;2001;Sábado;0
644;7;10;2001;Domingo;1
667;8;10;2001;Lunes;0
740;9;10;2001;Martes;0
729;10;10;2001;Miércoles;0
729;11;10;2001;Jueves;0
752;12;10;2001;Viernes;1
708;13;10;2001;Sábado;0
602;14;10;2001;Domingo;1
620;15;10;2001;Lunes;0
629;16;10;2001;Martes;0
675;17;10;2001;Miércoles;0
737;18;10;2001;Jueves;0
736;19;10;2001;Viernes;0
717;20;10;2001;Sábado;0
711;21;10;2001;Domingo;1
750;22;10;2001;Lunes;0
805;23;10;2001;Martes;0
817;24;10;2001;Miércoles;0
810;25;10;2001;Jueves;0
719;26;10;2001;Viernes;0
687;27;10;2001;Sábado;0
660;28;10;2001;Domingo;1
611;29;10;2001;Lunes;0
572;30;10;2001;Martes;0
601;31;10;2001;Miércoles;1
522;1;11;2001;Jueves;1
602;2;11;2001;Viernes;0
658;3;11;2001;Sábado;0
631;4;11;2001;Domingo;1
714;5;11;2001;Lunes;0
669;6;11;2001;Martes;1
612;7;11;2001;Miércoles;0
603;8;11;2001;Jueves;0
614;9;11;2001;Viernes;0
559;10;11;2001;Sábado;0
567;11;11;2001;Domingo;1
595;12;11;2001;Lunes;0
676;13;11;2001;Martes;0
645;14;11;2001;Miércoles;0
678;15;11;2001;Jueves;0
635;16;11;2001;Viernes;0
585;17;11;2001;Sábado;0
592;18;11;2001;Domingo;1
681;19;11;2001;Lunes;0
685;20;11;2001;Martes;0
684;21;11;2001;Miércoles;0
749;22;11;2001;Jueves;0
700;23;11;2001;Viernes;1
629;24;11;2001;Sábado;0
642;25;11;2001;Domingo;1
719;26;11;2001;Lunes;0
730;27;11;2001;Martes;0
658;28;11;2001;Miércoles;0
599;29;11;2001;Jueves;0
621;30;11;2001;Viernes;0
612;1;12;2001;Sábado;0
602;2;12;2001;Domingo;1
620;3;12;2001;Lunes;0
640;4;12;2001;Martes;0
601;5;12;2001;Miércoles;0
686;6;12;2001;Jueves;0
624;7;12;2001;Viernes;0
532;8;12;2001;Sábado;1
513;9;12;2001;Domingo;1
563;10;12;2001;Lunes;0
515;11;12;2001;Martes;0
493;12;12;2001;Miércoles;0
530;13;12;2001;Jueves;0
545;14;12;2001;Viernes;0
508;15;12;2001;Sábado;0
527;16;12;2001;Domingo;1
567;17;12;2001;Lunes;0
577;18;12;2001;Martes;1
587;19;12;2001;Miércoles;0
599;20;12;2001;Jueves;0
579;21;12;2001;Viernes;0
721;22;12;2001;Sábado;0
648;23;12;2001;Domingo;1
607;24;12;2001;Lunes;0
468;25;12;2001;Martes;1
560;26;12;2001;Miércoles;0
612;27;12;2001;Jueves;0
554;28;12;2001;Viernes;0
526;29;12;2001;Sábado;0
466;30;12;2001;Domingo;1
523;31;12;2001;Lunes;0
430;1;1;2002;Martes;1
591;2;1;2002;Miércoles;0
580;3;1;2002;Jueves;0
584;4;1;2002;Viernes;0
532;5;1;2002;Sábado;0
467;6;1;2002;Domingo;1
535;7;1;2002;Lunes;0
597;8;1;2002;Martes;0
565;9;1;2002;Miércoles;0
521;10;1;2002;Jueves;0
512;11;1;2002;Viernes;0
479;12;1;2002;Sábado;0
526;13;1;2002;Domingo;1
513;14;1;2002;Lunes;0
473;15;1;2002;Martes;0
456;16;1;2002;Miércoles;0
439;17;1;2002;Jueves;0
463;18;1;2002;Viernes;0
482;19;1;2002;Sábado;0
456;20;1;2002;Domingo;1
570;21;1;2002;Lunes;0
575;22;1;2002;Martes;0
532;23;1;2002;Miércoles;0
574;24;1;2002;Jueves;0
612;25;1;2002;Viernes;0
478;26;1;2002;Sábado;0
473;27;1;2002;Domingo;1
541;28;1;2002;Lunes;0
550;29;1;2002;Martes;0
530;30;1;2002;Miércoles;0
504;31;1;2002;Jueves;0
504;1;2;2002;Viernes;0
561;2;2;2002;Sábado;0
490;3;2;2002;Domingo;1
529;4;2;2002;Lunes;0
436;5;2;2002;Martes;0
435;6;2;2002;Miércoles;0
438;7;2;2002;Jueves;0
473;8;2;2002;Viernes;0
511;9;2;2002;Sábado;0
488;10;2;2002;Domingo;1
530;11;2;2002;Lunes;0
572;12;2;2002;Martes;0
633;13;2;2002;Miércoles;0
635;14;2;2002;Jueves;0
546;15;2;2002;Viernes;0
450;16;2;2002;Sábado;0
370;17;2;2002;Domingo;1
449;18;2;2002;Lunes;0
425;19;2;2002;Martes;0
460;20;2;2002;Miércoles;0
559;21;2;2002;Jueves;0
631;22;2;2002;Viernes;0
585;23;2;2002;Sábado;0
457;24;2;2002;Domingo;1
546;25;2;2002;Lunes;0
612;26;2;2002;Martes;0
628;27;2;2002;Miércoles;0
616;28;2;2002;Jueves;0
607;1;3;2002;Viernes;0
609;2;3;2002;Sábado;0
555;3;3;2002;Domingo;1
629;4;3;2002;Lunes;0
625;5;3;2002;Martes;0
627;6;3;2002;Miércoles;0
656;7;3;2002;Jueves;0
635;8;3;2002;Viernes;0
731;9;3;2002;Sábado;0
680;10;3;2002;Domingo;1
756;11;3;2002;Lunes;0
746;12;3;2002;Martes;0
863;13;3;2002;Miércoles;0
795;14;3;2002;Jueves;0
761;15;3;2002;Viernes;0
636;16;3;2002;Sábado;0
613;17;3;2002;Domingo;1
704;18;3;2002;Lunes;0
687;19;3;2002;Martes;0
720;20;3;2002;Miércoles;0
623;21;3;2002;Jueves;0
745;22;3;2002;Viernes;0
759;23;3;2002;Sábado;0
715;24;3;2002;Domingo;1
809;25;3;2002;Lunes;0
753;26;3;2002;Martes;0
758;27;3;2002;Miércoles;0
774;28;3;2002;Jueves;0
690;29;3;2002;Viernes;1
635;30;3;2002;Sábado;0
528;31;3;2002;Domingo;1
684;1;4;2002;Lunes;0
718;2;4;2002;Martes;0
696;3;4;2002;Miércoles;0
724;4;4;2002;Jueves;0
779;5;4;2002;Viernes;0
663;6;4;2002;Sábado;0
676;7;4;2002;Domingo;1
758;8;4;2002;Lunes;0
776;9;4;2002;Martes;0
824;10;4;2002;Miércoles;0
739;11;4;2002;Jueves;0
762;12;4;2002;Viernes;0
683;13;4;2002;Sábado;0
642;14;4;2002;Domingo;1
715;15;4;2002;Lunes;0
773;16;4;2002;Martes;0
853;17;4;2002;Miércoles;0
881;18;4;2002;Jueves;0
836;19;4;2002;Viernes;0
835;20;4;2002;Sábado;0
726;21;4;2002;Domingo;1
778;22;4;2002;Lunes;0
797;23;4;2002;Martes;0
729;24;4;2002;Miércoles;0
790;25;4;2002;Jueves;0
817;26;4;2002;Viernes;0
825;27;4;2002;Sábado;0
754;28;4;2002;Domingo;1
839;29;4;2002;Lunes;0
879;30;4;2002;Martes;0
841;1;5;2002;Miércoles;1
942;2;5;2002;Jueves;0
903;3;5;2002;Viernes;0
902;4;5;2002;Sábado;0
861;5;5;2002;Domingo;1
941;6;5;2002;Lunes;0
968;7;5;2002;Martes;0
938;8;5;2002;Miércoles;0
904;9;5;2002;Jueves;0
937;10;5;2002;Viernes;0
999;11;5;2002;Sábado;0
928;12;5;2002;Domingo;1
972;13;5;2002;Lunes;0
968;14;5;2002;Martes;0
968;15;5;2002;Miércoles;0
933;16;5;2002;Jueves;0
938;17;5;2002;Viernes;0
935;18;5;2002;Sábado;0
854;19;5;2002;Domingo;1
964;20;5;2002;Lunes;0
904;21;5;2002;Martes;1
985;22;5;2002;Miércoles;0
990;23;5;2002;Jueves;0
964;24;5;2002;Viernes;0
944;25;5;2002;Sábado;0
867;26;5;2002;Domingo;1
894;27;5;2002;Lunes;0
954;28;5;2002;Martes;0
950;29;5;2002;Miércoles;0
968;30;5;2002;Jueves;0
1032;31;5;2002;Viernes;1
1007;1;6;2002;Sábado;0
1007;2;6;2002;Domingo;1
1087;3;6;2002;Lunes;0
1037;4;6;2002;Martes;0
1029;5;6;2002;Miércoles;0
1072;6;6;2002;Jueves;0
1090;7;6;2002;Viernes;0
1062;8;6;2002;Sábado;0
1048;9;6;2002;Domingo;1
1053;10;6;2002;Lunes;0
1054;11;6;2002;Martes;0
1036;12;6;2002;Miércoles;0
1071;13;6;2002;Jueves;0
1014;14;6;2002;Viernes;0
943;15;6;2002;Sábado;0
984;16;6;2002;Domingo;1
1183;17;6;2002;Lunes;0
1222;18;6;2002;Martes;0
1221;19;6;2002;Miércoles;0
1183;20;6;2002;Jueves;1
1147;21;6;2002;Viernes;0
1066;22;6;2002;Sábado;0
944;23;6;2002;Domingo;1
1068;24;6;2002;Lunes;0
1031;25;6;2002;Martes;0
1014;26;6;2002;Miércoles;0
1045;27;6;2002;Jueves;0
1056;28;6;2002;Viernes;0
940;29;6;2002;Sábado;1
885;30;6;2002;Domingo;1
909;1;7;2002;Lunes;0
913;2;7;2002;Martes;0
940;3;7;2002;Miércoles;0
949;4;7;2002;Jueves;0
989;5;7;2002;Viernes;0
969;6;7;2002;Sábado;0
966;7;7;2002;Domingo;1
1010;8;7;2002;Lunes;0
1006;9;7;2002;Martes;0
1077;10;7;2002;Miércoles;0
1025;11;7;2002;Jueves;0
935;12;7;2002;Viernes;0
980;13;7;2002;Sábado;0
917;14;7;2002;Domingo;1
960;15;7;2002;Lunes;0
953;16;7;2002;Martes;1
992;17;7;2002;Miércoles;0
953;18;7;2002;Jueves;0
930;19;7;2002;Viernes;0
884;20;7;2002;Sábado;0
843;21;7;2002;Domingo;1
931;22;7;2002;Lunes;0
899;23;7;2002;Martes;0
964;24;7;2002;Miércoles;0
1013;25;7;2002;Jueves;0
964;26;7;2002;Viernes;0
947;27;7;2002;Sábado;0
949;28;7;2002;Domingo;1
1057;29;7;2002;Lunes;0
1043;30;7;2002;Martes;0
972;31;7;2002;Miércoles;0
940;1;8;2002;Jueves;0
945;2;8;2002;Viernes;0
917;3;8;2002;Sábado;0
868;4;8;2002;Domingo;1
1022;5;8;2002;Lunes;0
1075;6;8;2002;Martes;0
1097;7;8;2002;Miércoles;0
975;8;8;2002;Jueves;0
968;9;8;2002;Viernes;0
904;10;8;2002;Sábado;0
895;11;8;2002;Domingo;1
931;12;8;2002;Lunes;0
940;13;8;2002;Martes;0
904;14;8;2002;Miércoles;0
872;15;8;2002;Jueves;1
1008;16;8;2002;Viernes;0
928;17;8;2002;Sábado;0
835;18;8;2002;Domingo;1
882;19;8;2002;Lunes;0
910;20;8;2002;Martes;0
875;21;8;2002;Miércoles;0
907;22;8;2002;Jueves;0
894;23;8;2002;Viernes;0
998;24;8;2002;Sábado;0
947;25;8;2002;Domingo;1
997;26;8;2002;Lunes;0
998;27;8;2002;Martes;0
984;28;8;2002;Miércoles;0
990;29;8;2002;Jueves;0
996;30;8;2002;Viernes;0
954;31;8;2002;Sábado;0
829;1;9;2002;Domingo;1
910;2;9;2002;Lunes;0
938;3;9;2002;Martes;0
940;4;9;2002;Miércoles;0
954;5;9;2002;Jueves;0
937;6;9;2002;Viernes;0
890;7;9;2002;Sábado;0
859;8;9;2002;Domingo;1
955;9;9;2002;Lunes;0
913;10;9;2002;Martes;0
937;11;9;2002;Miércoles;0
961;12;9;2002;Jueves;0
919;13;9;2002;Viernes;0
903;14;9;2002;Sábado;0
873;15;9;2002;Domingo;1
878;16;9;2002;Lunes;0
890;17;9;2002;Martes;0
782;18;9;2002;Miércoles;1
798;19;9;2002;Jueves;1
791;20;9;2002;Viernes;0
731;21;9;2002;Sábado;1
693;22;9;2002;Domingo;1
793;23;9;2002;Lunes;0
824;24;9;2002;Martes;0
867;25;9;2002;Miércoles;0
827;26;9;2002;Jueves;0
766;27;9;2002;Viernes;0
755;28;9;2002;Sábado;0
760;29;9;2002;Domingo;1
757;30;9;2002;Lunes;0
856;1;10;2002;Martes;0
789;2;10;2002;Miércoles;0
807;3;10;2002;Jueves;0
943;4;10;2002;Viernes;0
804;5;10;2002;Sábado;0
777;6;10;2002;Domingo;1
807;7;10;2002;Lunes;0
783;8;10;2002;Martes;0
764;9;10;2002;Miércoles;0
842;10;10;2002;Jueves;0
816;11;10;2002;Viernes;0
784;12;10;2002;Sábado;1
661;13;10;2002;Domingo;1
688;14;10;2002;Lunes;0
756;15;10;2002;Martes;0
697;16;10;2002;Miércoles;0
738;17;10;2002;Jueves;0
903;18;10;2002;Viernes;0
798;19;10;2002;Sábado;0
733;20;10;2002;Domingo;1
747;21;10;2002;Lunes;1
845;22;10;2002;Martes;0
825;23;10;2002;Miércoles;0
766;24;10;2002;Jueves;0
748;25;10;2002;Viernes;0
753;26;10;2002;Sábado;0
625;27;10;2002;Domingo;1
769;28;10;2002;Lunes;0
787;29;10;2002;Martes;0
725;30;10;2002;Miércoles;0
793;31;10;2002;Jueves;1
689;1;11;2002;Viernes;1
625;2;11;2002;Sábado;0
613;3;11;2002;Domingo;1
721;4;11;2002;Lunes;0
666;5;11;2002;Martes;0
539;6;11;2002;Miércoles;1
580;7;11;2002;Jueves;0
576;8;11;2002;Viernes;0
563;9;11;2002;Sábado;0
523;10;11;2002;Domingo;1
605;11;11;2002;Lunes;0
592;12;11;2002;Martes;0
660;13;11;2002;Miércoles;0
653;14;11;2002;Jueves;0
664;15;11;2002;Viernes;0
646;16;11;2002;Sábado;0
573;17;11;2002;Domingo;1
633;18;11;2002;Lunes;0
690;19;11;2002;Martes;0
705;20;11;2002;Miércoles;0
660;21;11;2002;Jueves;0
798;22;11;2002;Viernes;0
663;23;11;2002;Sábado;1
601;24;11;2002;Domingo;1
675;25;11;2002;Lunes;0
712;26;11;2002;Martes;0
659;27;11;2002;Miércoles;0
639;28;11;2002;Jueves;0
694;29;11;2002;Viernes;0
633;30;11;2002;Sábado;0
611;1;12;2002;Domingo;1
632;2;12;2002;Lunes;0
662;3;12;2002;Martes;0
502;4;12;2002;Miércoles;0
502;5;12;2002;Jueves;0
550;6;12;2002;Viernes;0
470;7;12;2002;Sábado;0
462;8;12;2002;Domingo;1
478;9;12;2002;Lunes;0
499;10;12;2002;Martes;0
